,date,headline,section,word_count
3878,2016-01-17T00:00:00Z,Notre Dame Sends No. 9 Duke to a Second Straight Loss; No. 2 Oklahoma Survives ,Sports,715
3879,2016-01-17T00:00:00Z,"For Broadcast of Super Bowl I, NFL Network Picks Excess Over Tact",Sports,731
3880,2016-01-17T00:00:00Z,"Manners Fit Jeb Bush, if Not an Uncouth Race",U.S.,1305
3881,2016-01-17T00:00:00Z,Donald Trump Gets Personal in Attacks on Ted Cruz at Tea Party Convention,U.S.,812
3882,2016-01-17T00:00:00Z,Mike Mularkey Gets Titans’ Coaching Job for Real,Sports,422
3883,2016-01-17T00:00:00Z,Henrik Lundqvist Hits Milestone as Rangers Edge the Flyers,Sports,464
3884,2016-01-17T00:00:00Z,John Terry’s Goal Helps Chelsea Salvage a Draw and Stay Unbeaten Under Its New Manager,Sports,650
3885,2016-01-17T00:00:00Z,Patriots Methodically Clear First Hurdle,Sports,1055
3886,2016-01-17T00:00:00Z,Federal Emergency Is Declared in Flint Over Contaminated Water,U.S.,271
3887,2016-01-17T00:00:00Z,Cleveland Is Accused of &#8216;Blatant Dodge&#8217; for Not Paying After Verdicts,U.S.,693
3888,2016-01-17T00:00:00Z,New Guidelines Nudge Doctors to Give Patients Access to Medical Records,U.S.,947
3889,2016-01-17T00:00:00Z,"On Paper, Italy Allows Abortions, but Few Doctors Will Perform Them",World,1271
3890,2016-01-17T00:00:00Z,Standoff in Oregon Attracts Supporters Bearing Disparate Grievances,U.S.,1102
3891,2016-01-17T00:00:00Z,Flamboyant Egyptian Politician Craves Public Eye ,World,1083
3892,2016-01-17T00:00:00Z,Los detalles de la gran cacería para capturar al ‘Chapo’ en México,Universal,2553
3893,2016-01-17T00:00:00Z,Alabama Player&#8217;s Misfortunes Typify Pitfalls of College Sports ,Sports,1136
3894,2016-01-17T00:00:00Z,Researchers Confirm Exact Site of Hangings From 1692 Salem Witch Trials,U.S.,382
3895,2016-01-17T00:00:00Z,Archdiocese of Seattle Names 77 People as Child Abusers,U.S.,396
3896,2016-01-17T00:00:00Z,"With Iran Nuclear Deal Implemented, What Happens Next?",World,1248
3897,2016-01-17T00:00:00Z,Iran Complies With Nuclear Deal; Sanctions Are Lifted,World,1804
3898,2016-01-17T00:00:00Z,Linebacker Luke Kuechly Quietly Leads a Brash Panthers Defense,Sports,724
3899,2016-01-17T00:00:00Z,Broncos’ Movie Buff Harris Has Been Stealing the Show From Opposing Receivers,Sports,1245
3902,2016-01-17T00:00:00Z,"Leonid Zhabotinsky, Strongman for the Ages, Dies at 77 ",Sports,652
3904,2016-01-17T00:00:00Z,"Operating on a Shoestring, Ireland Struggles to Develop First-Rate Tennis Players",Sports,1144
3905,2016-01-17T00:00:00Z,"With Triple Crown Winner at Last, Sport Aims to Ride the Momentum ",Sports,806
3906,2016-01-17T00:00:00Z,"Maria Teresa de Filippis, Pioneer of Auto Racing, Dies at 89",Sports,518
3907,2016-01-17T00:00:00Z,"C. D. Wright, Poet of Ozarks and Beyond, Dies at 67",Arts,1079
3908,2016-01-17T00:00:00Z,"After Losing a Daughter, Mustering Strength for 3 Who Remain",N.Y. / Region,1030
3910,2016-01-17T00:00:00Z,"Under an Arizona Sun, Phelps Rediscovers a Love of Swimming, and Life",Sports,1064
3924,2016-01-17T00:00:00Z,Deadly Standoff Leaves Burkina Faso Stunned,World,840
3925,2016-01-17T00:00:00Z,Soviet Star Defenseman&#8217;s Latest Turn,Sports,1201
3926,2016-01-17T00:00:00Z,Letters to the Editor,Sports,1049
3927,2016-01-17T00:00:00Z,Chris Davis’s Deal With Orioles Keeps Yoenis Cespedes in Play for Mets,Sports,528
3928,2016-01-17T00:00:00Z,Singer’s Apology for Waving Taiwan Flag Stirs Backlash of Its Own,World,965
3929,2016-01-17T00:00:00Z,The Unluckiest Captain in China,Job Market,931
3930,2016-01-17T00:00:00Z,Two Brothers Are Growing Into Their Game on Opposite Coasts ,Sports,592
3931,2016-01-17T00:00:00Z,What’s Harder Than Renting a Car? Filing a Complaint,Your Money,951
3932,2016-01-17T00:00:00Z,"In Forbes Media Sale, Five-Figure Battle Started a $100 Million War",Your Money,883
3933,2016-01-17T00:00:00Z,"Clinton Campaign Underestimated Sanders Strengths, Allies Say",U.S.,1523
3934,2016-01-17T00:00:00Z,"Unbeaten at Home, Warriors Are Still in Fight for a Playoff Edge",Sports,694
3935,2016-01-17T00:00:00Z,The Place of Refuge in the West Village,N.Y. / Region,599
3936,2016-01-17T00:00:00Z,"Profiles of Saeed Abedini, Amir Hekmati and Jason Rezaian",World,249
3937,2016-01-17T00:00:00Z,Sgt. E. Castro: A Prison Peacemaker,Job Market,410
3939,2016-01-17T00:00:00Z,Hawaii Baby With Brain Damage Is First U.S. Case Tied to Zika Virus,Health,799
3940,2016-01-17T00:00:00Z,Exploring Des Moines and Beyond in Iowa,Travel,20
3941,2016-01-17T00:00:00Z,"In Tehran, Iranians Play Down Milestone",World,1420
3942,2016-01-17T00:00:00Z,Apartments That Feel Like Saunas,Real Estate,1049
3943,2016-01-17T00:00:00Z,Paul Giamatti Had a Busy Year of Mad Guys and Bad Hair,Arts,1196
3944,2016-01-17T00:00:00Z,Farhad and Mike’s Week in Tech: A Not-So-‘Basic’ Shift in Start-Ups,Technology,1096
3945,2016-01-17T00:00:00Z,"Iran Frees Americans, Including Jason Rezaian, in Prisoner Swap",World,1020
3946,2016-01-17T00:00:00Z,"In Maine, Local Control Is a Luxury Fewer Towns Can Afford",U.S.,1120
3947,2016-01-17T00:00:00Z,What Donald Trump’s Plaza Deal Reveals About His White House Bid,Business Day,3185
3948,2016-01-17T00:00:00Z,"Eileen Myles, the Poet Muse of ‘Transparent’",Fashion & Style,1372
3949,2016-01-17T00:00:00Z,David Bowie: Invisible New Yorker,Fashion & Style,1867
3950,2016-01-17T00:00:00Z,"How El Chapo Was Finally Captured, Again",World,2566
3951,2016-01-17T00:00:00Z,"Tsai Ing-wen Elected President of Taiwan, First Woman to Hold Office",World,1251
3952,2016-01-17T00:00:00Z,"Serena Williams, Rejecting Health Doubts, Insists She’s Ready",Sports,525
3953,2016-01-17T00:00:00Z,An Ever-Changing Menu at Prospect Cafe in West Hartford,N.Y. / Region,1092
3954,2016-01-17T00:00:00Z,Review: Rye Roadhouse Maintains Its Louisiana Charm,N.Y. / Region,806
3955,2016-01-17T00:00:00Z,Review: Global Sensibility at the Plum and the Pear,N.Y. / Region,777
3956,2016-01-17T00:00:00Z,"Review: Mazi, a Greek Taverna Refined by Time and Fire",N.Y. / Region,738
3957,2016-01-17T00:00:00Z,"At Fairfield Museum, Exploring Craftsmanship Across Centuries",N.Y. / Region,948
3958,2016-01-17T00:00:00Z,Walter Weissman Photographs Celebrities,N.Y. / Region,743
3959,2016-01-17T00:00:00Z,Chamber Music Society Aims to Expand Its Reach,N.Y. / Region,943
3960,2016-01-17T00:00:00Z,In Praise of Blue Notes: What Makes Music Sad?,Arts,2212
3961,2016-01-17T00:00:00Z,He Irons. She Stitches.,N.Y. / Region,2441
3962,2016-01-17T00:00:00Z,Bill Cunningham | Free Spirits,Fashion & Style,92
3964,2016-01-17T00:00:00Z,A Year Junk Bonds Lived Up to Their Name,Business Day,1719
3965,2016-01-17T00:00:00Z,Brownsville’s Broken Windows,N.Y. / Region,911
3966,2016-01-17T00:00:00Z,Investing Advice That Doubles as a Bookmark,Business Day,1019
3967,2016-01-17T00:00:00Z,"For E.T.F. Traders, Lessons From the Panic",Business Day,1269
3968,2016-01-17T00:00:00Z,Signs of a Retail Rebound as Consumers Take On More Debt,Business Day,899
3969,2016-01-17T00:00:00Z,"Loose Lips Sink Careers, Even for C.E.O.s",Business Day,1137
3970,2016-01-17T00:00:00Z,Follow Your Conscience Without Losing Your Shirt,Business Day,1474
3971,2016-01-17T00:00:00Z,Fund Managers Win With Tech Stalwarts and Burly Brand Names,Business Day,1064
3972,2016-01-17T00:00:00Z,"When Emerging Markets Roar, Stand Your Ground",Business Day,1263
3973,2016-01-17T00:00:00Z,Inside The New York Times Book Review: ‘City of Thorns’,Books,321
3974,2016-01-17T00:00:00Z,A Yacht Club in Brooklyn Elects Its First Female Commodore,N.Y. / Region,798
3975,2016-01-17T00:00:00Z,"Andrew Smith, Who Played on Butler’s Final Four Teams, Dies at 25",Sports,268
3976,2016-01-17T00:00:00Z,Robust 4th Quarter Couldn’t Redeem Market After an Anxious Year,Business Day,1848
3977,2016-01-17T00:00:00Z,How the Rev. Michael A. Walrond Jr. Spends His Sundays,N.Y. / Region,717
3978,2016-01-17T00:00:00Z,When Prisoners Had Ski Jumps,N.Y. / Region,578
3979,2016-01-17T00:00:00Z,"His Strength Sapped, Top Marathoner Ryan Hall Decides to Stop",Sports,2100
3980,2016-01-17T00:00:00Z,A Fashion Entrepreneur at Home in Brooklyn,Real Estate,1047
3981,2016-01-17T00:00:00Z,What I Love | Andrew Livingston,Real Estate,19
3982,2016-01-17T00:00:00Z,"In Online Dating, ‘Sextortion’ and Scams",Sunday Review,1193
3983,2016-01-17T00:00:00Z,Greenwich Village Townhouse Flipped for $23.3 Million,Real Estate,588
3984,2016-01-17T00:00:00Z,Big Ticket | 146 Waverly Place,Real Estate,12
3985,2016-01-17T00:00:00Z,"Ian Rankin’s ‘Even Dogs in the Wild,’ and More",Books,891
3986,2016-01-17T00:00:00Z,Iowa’s Heartland Beyond the Campaign Trail,Travel,3145
3987,2016-01-17T00:00:00Z,Short Stories,Books,1079
3988,2016-01-17T00:00:00Z,"‘The Invitation-Only Zone,’ by Robert S. Boynton",Books,589
3989,2016-01-17T00:00:00Z,"‘The Kindness of Enemies,’ by Leila Aboulela",Books,626
3990,2016-01-17T00:00:00Z,"‘The Love of Strangers,’ by Nile Green",Books,632
3991,2016-01-17T00:00:00Z,"‘The Blue Line,’ by Ingrid Betancourt",Books,752
3992,2016-01-17T00:00:00Z,"‘Your Heart Is a Muscle the Size of a Fist,’ by Sunil Yapa",Books,670
3993,2016-01-17T00:00:00Z,"‘The Illegal,’ by Lawrence Hill",Books,1211
3994,2016-01-17T00:00:00Z,"‘Midnight in Broad Daylight,’ by Pamela Rotner Sakamoto",Books,659
3995,2016-01-17T00:00:00Z,"‘Blood and Earth,’ by Kevin Bales",Books,627
3996,2016-01-17T00:00:00Z,"‘Conquerors: How Portugal Forged the First Global Empire,’ by Roger Crowley",Books,775
3997,2016-01-17T00:00:00Z,"‘Strictly No Elephants,’ ‘Big Friends’ and More",Books,1014
3998,2016-01-17T00:00:00Z,"Junk Bonds Go Sour, but the Question Is How Sour",Business Day,1012
3999,2016-01-17T00:00:00Z,Taller Condos on the Upper East Side,Real Estate,686
4000,2016-01-17T00:00:00Z,"‘Paper Wishes,’ by Lois Sepahban",Books,664
4001,2016-01-17T00:00:00Z,"‘Passenger,’ by Alexandra Bracken",Books,740
4002,2016-01-17T00:00:00Z,"‘City of Thorns,’ by Ben Rawlence",Books,898
4003,2016-01-17T00:00:00Z,Home Sales Around the New York Region,Real Estate,
4004,2016-01-17T00:00:00Z,The Facts of Refugee Life in Fiction,Books,433
4005,2016-01-17T00:00:00Z,Editors’ Choice,Books,260
4006,2016-01-17T00:00:00Z,Paperback Row,Books,450
4007,2016-01-17T00:00:00Z,Letters: Fail Better,Books,939
4008,2016-01-17T00:00:00Z,On the Market in New York City,Real Estate,12
4009,2016-01-17T00:00:00Z,On the Market in the New York Region,Real Estate,15
4010,2016-01-17T00:00:00Z,Homes for Sale in New York and New Jersey,Real Estate,58
4011,2016-01-17T00:00:00Z,Homes for Sale in Brooklyn and Manhattan,Real Estate,84
4012,2016-01-17T00:00:00Z,How to Bridge That Stubborn Pay Gap,The Upshot,1233
4013,2016-01-17T00:00:00Z,Prices Drop for Luxury New York Real Estate,Real Estate,1422
4014,2016-01-17T00:00:00Z,‘The Fourth Sign of the Zodiac’ (excerpt),Magazine,
4015,2016-01-17T00:00:00Z,How to Take Your Baby to Work,Magazine,375
4016,2016-01-17T00:00:00Z,Prithvi Raj Singh Oberoi Knows a Bit About Luxury Travel,Travel,728
4017,2016-01-17T00:00:00Z,To Catch a Scammer in Madrid,Magazine,918
4018,2016-01-17T00:00:00Z,The 1.3.16 Issue,Magazine,770
4019,2016-01-17T00:00:00Z,"To Save Its Salmon, California Calls In the Fish Matchmaker",Science,2411
4020,2016-01-17T00:00:00Z,From a Fight in the Playground to a Proposal,Fashion & Style,1238
4021,2016-01-17T00:00:00Z,"On Again, For Life",Fashion & Style,25
4022,2016-01-17T00:00:00Z,"In Greenpoint, a Doughnut Shop Where Time Stands Still",N.Y. / Region,582
4023,2016-01-17T00:00:00Z,"Divorced Parents, Living Close for the Children’s Sake",Real Estate,2172
4024,2016-01-17T00:00:00Z,Mmmm. Doughnuts.,N.Y. / Region,22
4025,2016-01-17T00:00:00Z,"Things to Do on Long Island, Jan. 16 Through 24",N.Y. / Region,2415
4026,2016-01-17T00:00:00Z,"Things to Do in New Jersey, Jan. 16 Through 24",N.Y. / Region,2621
4027,2016-01-17T00:00:00Z,Young Republicans in New York,N.Y. / Region,1025
4028,2016-01-17T00:00:00Z,"Things to Do in the Hudson Valley, Jan. 16 Through 24",N.Y. / Region,3673
4029,2016-01-17T00:00:00Z,"Things to Do in Connecticut, Jan. 16 Through 24",N.Y. / Region,3434
4030,2016-01-17T00:00:00Z,"Martha Kelly in ‘Baskets’: Funny, if You’re O.K. With That",Arts,670
4031,2016-01-17T00:00:00Z,Savages Embrace Love With Controlled Chaos on ‘Adore Life’,Arts,1293
4032,2016-01-17T00:00:00Z,A Bitcoin Believer’s Crisis of Faith,Business Day,2860
4033,2016-01-17T00:00:00Z,‘Mad Tiger’ and Other Films Join a New Wave of Punk Documentaries,Movies,1127
4034,2016-01-17T00:00:00Z,New Video Collections Examine Machines Modern and Less So,Movies,1254
4035,2016-01-17T00:00:00Z,"With ‘Ride Along 2’ and Other Films, Will Packer Blurs the Niche Lines",Movies,1404
4036,2016-01-17T00:00:00Z,Division of Labor and Costs in a Relationship,Fashion & Style,860
4037,2016-01-17T00:00:00Z,"Chairlift on the Arias, Beats and Jazz Grooves That Fed ‘Moth’",Arts,956
4038,2016-01-17T00:00:00Z,‘American Experience’ Looks Back at Bonnie and Clyde,Arts,164
4039,2016-01-17T00:00:00Z,MoMA Highlights Work of the Choreographer Jack Cole,Arts,170
4040,2016-01-17T00:00:00Z,Globalfest and Brazilian Explorative Music Come to New York,Arts,161
4041,2016-01-17T00:00:00Z,New York Jewish Film Festival Looks to the Past,Movies,164
4042,2016-01-17T00:00:00Z,Sleeping Giant’s ‘Hand Eye’ to Have New York Premiere by Eighth Blackbird,Arts,163
4043,2016-01-17T00:00:00Z,An Early Master of the Art of Collecting,Arts,168
4045,2016-01-17T00:00:00Z,Ragy Thomas of Sprinklr: How Naïveté Can Become a Strength,Business Day,1060
4046,2016-01-17T00:00:00Z,The End of Small Talk,Fashion & Style,1478
4047,2016-01-17T00:00:00Z,Jennifer Lawrence Is a Darling of Dior,Fashion & Style,502
4048,2016-01-17T00:00:00Z,Jennifer Lawrence’s Red-Carpet Looks,Fashion & Style,19
4049,2016-01-17T00:00:00Z,"A Chess Prodigy, a Mentor and Still a Teenage Girl",N.Y. / Region,1041
4050,2016-01-17T00:00:00Z,"Staceyann Chin Worries About Money, and Selling Out",Theater,993
4051,2016-01-17T00:00:00Z,Bill Bryson: By the Book,Books,1329
4052,2016-01-17T00:00:00Z,"After an Enthralling Tennis Season, a Wish List for the Coming Year",Sports,954
4053,2016-01-17T00:00:00Z,The Happiness Code,Magazine,6719
4054,2016-01-17T00:00:00Z,Against Neutrality,Magazine,1550
4055,2016-01-17T00:00:00Z,"My Return to Nepal, in Memoriam",Travel,2030
4056,2016-01-17T00:00:00Z,What Caused This Man’s Chest Pains if Not a Heart Attack?,Magazine,
4057,2016-01-17T00:00:00Z,Letter of Recommendation: Sick Days,Magazine,962
4058,2016-01-17T00:00:00Z,"Rego Park, Queens: A Rental Near the Relatives",Real Estate,951
4059,2016-01-17T00:00:00Z,"Off-Season Weddings Can Be Quirky Good Fun, or a Disaster",Fashion & Style,1328
4060,2016-01-17T00:00:00Z,Finding the Keys for the Right Ballet Steps,Arts,1116
4061,2016-01-17T00:00:00Z,Steven Boyer Puts Down the Sock Puppet and Picks Up His Life,Theater,1010
4062,2016-01-17T00:00:00Z,Ricky Jay and the Met Conjure Big Magic in Miniature,Arts,1298
4063,2016-01-17T00:00:00Z,Making Milton Babbitt’s Legacy Less Fearsome,Arts,1563
4064,2016-01-17T00:00:00Z,"‘The Lovers: Afghanistan’s Romeo and Juliet,’ by Rod Nordland",Books,622
4065,2016-01-17T00:00:00Z,"‘Hunters in the Dark,’ by Lawrence Osborne",Books,1197
4066,2016-01-17T00:00:00Z,Stephen Karam Makes Broadway Debut With ‘The Humans’,Theater,142
4067,2016-01-17T00:00:00Z,Eileen Myles Wants Men to Take a Hike,Magazine,691
4068,2016-01-17T00:00:00Z,Should I Tell Mom I Think Dad Was Gay?,Magazine,1440
4069,2016-01-17T00:00:00Z,Judge John Hodgman on the Joke Confederate,Magazine,138
4070,2016-01-17T00:00:00Z,"In England, Cheltenham Enjoys a Cultural Renaissance",Travel,772
4071,2016-01-17T00:00:00Z,The West 80s: An Aesthetic of Its Own,Real Estate,1336
4072,2016-01-17T00:00:00Z,Living In the West 80s,Real Estate,16
4073,2016-01-17T00:00:00Z,"Stanley Siegel, TV Host Who Made Career on Candor, Dies at 79",Arts,836
4074,2016-01-17T00:00:00Z,"Bill Foster, Coach Who Set Duke on Winning Track, Dies at 86",Sports,703
4075,2016-01-17T00:00:00Z,Decoding Airline Fare Classes to Make the Most of Your Miles,Travel,1226
4076,2016-01-17T00:00:00Z,‘The People v. O.J. Simpson’: Going Beyond the Verdict,Arts,2186
4077,2016-01-17T00:00:00Z,More ‘Progressive’ Than Thou,Magazine,1534
4078,2016-01-17T00:00:00Z,Hotels Offer Perks for Four-Legged Guests,Travel,366
4079,2016-01-17T00:00:00Z,Invisible Designs,Books,1515
4080,2016-01-17T00:00:00Z,"‘Excellent Daughters,’ by Katherine Zoepf",Books,1069
4081,2016-01-17T00:00:00Z,"‘Their Promised Land: My Grandparents in Love and War,’ by Ian Buruma",Books,742
4082,2016-01-17T00:00:00Z,"‘The Cosmopolites: The Coming of the Global Citizen,’ by Atossa Araxia Abrahamian",Books,609
4083,2016-01-17T00:00:00Z,"‘The Expatriates,’ by Janice Y. K. Lee",Books,696
4084,2016-01-17T00:00:00Z,Nick Jonas Is a Topman Man,Fashion & Style,313
4085,2016-01-17T00:00:00Z,Inside the List,Books,498
4086,2016-01-17T00:00:00Z,Juman Malouf’s ‘The Trilogy of Two’ and Edwidge Danticat’s ‘Untwine’,Books,710
4087,2016-01-18T00:00:00Z,"América Latina, otra vez vulnerable ante un mosquito",Universal,884
4088,2016-01-18T22:56:46Z,"Unmuzzling Himself, Ted Cruz Tells Voters to &#8216;Doubt the Credibility&#8217; of Donald Trump",U.S.,502
4089,2016-01-18T22:00:30Z,Classic Out-of-Office Sign,Crosswords & Games,266
4090,2016-01-18T21:49:15Z,"In China, a Reverse Migration",Business Day,34
4091,2016-01-18T19:36:05Z,Republican National Committee Moves a February Debate to CNN From NBC,U.S.,217
4092,2016-01-18T17:22:43+0000,University of Cincinnati to Pay $4.85 Million to Family of Man Killed by Officer,U.S.,747
4093,2016-01-18T17:09:07+0000,Ai Weiwei Makes Fantastical Creatures — for a Paris Department Store,T Magazine,613
4094,2016-01-18T00:00:00Z,Los grandes retos para la nueva presidenta de Taiwán: una economía débil y el poderío de China,Universal,865
4095,2016-01-18T00:00:00Z,Brioni: Fall 2016,Fashion & Style,4
4096,2016-01-18T16:05:10Z,"Viewership for Democratic Debate Increased to More Than 10 Million, NBC Says",U.S.,232
4097,2016-01-18T15:56:14Z,Bernie Sanders and Hillary Clinton Leave Sparring Behind at a King Day Event,U.S.,345
4098,2016-01-18T00:00:00Z,Two Fresh Recipes From Obicà’s New Angeleno Outpost,T Magazine,549
4099,2016-01-18T00:00:00Z,Renting Blankets to Sleep on Delhi’s Streets,World,26
4100,2016-01-18T14:50:25Z,Ted Cruz Criticizes Donald Trump for Supporting Democrats,U.S.,366
4101,2016-01-18T00:00:00Z,Fendi: Fall 2016,Fashion & Style,6
4102,2016-01-18T00:00:00Z,"At Prada, Clothes for Men (and Women) at Sea",T Magazine,18
4103,2016-01-18T14:36:46Z,Certain Foods May Lower the Risk of Erectile Dysfunction,Health,187
4104,2016-01-18T13:59:23Z,"Donald Trump Quotes Scripture, Sort of, at Liberty University Speech",U.S.,767
4105,2016-01-18T13:53:16Z,Ken Burns to Discuss Race in Jefferson Lecture,Arts,213
4106,2016-01-18T00:00:00Z,Todo lo que debes saber sobre el virus de Zika,Universal,858
4107,2016-01-18T00:00:00Z,The 21st Annual Critics’ Choice Awards Red Carpet,Fashion & Style,41
4108,2016-01-18T00:00:00Z,The 21st Annual Critics’ Choice Awards Red Carpet,Fashion & Style,13
4109,2016-01-18T13:30:52Z,&#8216;Hamilton&#8217; Documentary to Air on PBS,Arts,235
4110,2016-01-18T13:24:55Z,Lisa Robb Named Head of Center for Arts Education,Arts,201
4111,2016-01-18T00:00:00Z,"At Milan Men’s Shows, Velvet Suits and Vibrant Metallics",T Magazine,24
4112,2016-01-18T12:00:22Z,The Switch,Crosswords & Games,599
4113,2016-01-18T11:57:26Z,"WhatsApp, the Internet Messenger, to Become Free",Technology,379
4114,2016-01-18T00:00:00Z,Ai Weiwei’s Le Bon Marché Installation,T Magazine,23
4115,2016-01-18T00:00:00Z,Canali: Fall 2016,Fashion & Style,5
4116,2016-01-18T00:00:00Z,Three’s a Trend: Zig-Zag Knits,T Magazine,67
4117,2016-01-18T11:27:07Z,Using Phones to Connect Children to Health Care,Health,1125
4118,2016-01-18T00:00:00Z,"A New Men’s Wear Brand, Inspired (Loosely) by the Military",T Magazine,691
4119,2016-01-18T00:00:00Z,MSGM: Fall 2016,Fashion & Style,7
4120,2016-01-18T00:00:00Z,7 Recipes for a Federal Holiday,Food,645
4121,2016-01-18T11:00:29Z,1966: Untouchables Back Gandhi,World,100
4122,2016-01-18T09:27:12Z,1941: Typhus Vaccine Goes to Europe,World,92
4123,2016-01-18T09:25:37+0000,New Watches at the Salon International de la Haute Horlogerie,Fashion & Style,0
4125,2016-01-18T08:19:57Z,Heidi Cruz Likes Donald Trump&#8217;s &#8216;The Apprentice&#8217;,U.S.,287
4126,2016-01-18T00:00:00Z,Emporio Armani: Fall 2016,Fashion & Style,9
4128,2016-01-18T00:00:00Z,Blessed Are the Comedians,Magazine,2383
4129,2016-01-18T00:00:00Z,What to Do in Elena Ferrante’s Naples,Travel,642
4130,2016-01-18T00:00:00Z,1961 | Starring Martin Luther King Jr. (and Henry Fonda),Times Insider,695
4131,2016-01-18T05:45:09Z,What&#8217;s New in the Dietary Guidelines,Health,1094
4133,2016-01-18T00:00:00Z,Quotation of the Day,Corrections,40
4134,2016-01-18T03:40:10Z,Celebrating Martin Luther King Day,Education,449
4145,2016-01-18T00:00:00Z,Heidi Nelson Cruz: A Political Spouse Making Sacrifices and Courting Donors,U.S.,1905
4146,2016-01-18T03:00:27Z,"Race, Civil Rights and Photography",Multimedia/Photos,543
4147,2016-01-18T00:00:00Z,"Heidi Nelson Cruz Discusses Her Husband, Her Career and Campaign Fund-Raising",U.S.,741
4148,2016-01-18T00:00:00Z,"Corrections: January 18, 2016",Corrections,216
4149,2016-01-18T00:00:00Z,Who Won the Democratic Debate? Viewers Lean Toward Bernie Sanders,U.S.,399
4150,2016-01-18T00:49:04Z,Key Moments in the 4th Democratic Debate,U.S.,27
4151,2016-01-18T00:00:00Z,"Hillary Clinton Turns, Repeatedly, to a Democrat Not on the Debate Stage: Obama",U.S.,1182
4152,2016-01-18T00:00:00Z,What to Watch Monday,Arts,509
4153,2016-01-18T00:00:00Z,New York City Announces Deal on Carriage Horses in Central Park,N.Y. / Region,298
4154,2016-01-18T00:00:00Z,A First European Tour Title for South African,Sports,54
4155,2016-01-18T00:00:00Z,Ethiopians Prevail in Houston Marathon,Sports,67
4156,2016-01-18T00:00:00Z,Argentine Wins in Honolulu,Sports,122
4157,2016-01-18T00:00:00Z,Katie Ledecky Breaks Her Own Record,Sports,121
4158,2016-01-18T00:00:00Z,"Paid Notice: Deaths  LIEBER, CONSTANCE",Paid Death Notices,190
4159,2016-01-18T00:00:00Z,"Paid Notice: Deaths  ELKIN, PETER M",Paid Death Notices,18
4160,2016-01-18T00:00:00Z,"Paid Notice: Deaths  LIEBER, CONSTANCE",Paid Death Notices,34
4161,2016-01-18T00:00:00Z,"Paid Notice: Deaths  BERNARD, HERBERT C.",Paid Death Notices,164
4162,2016-01-18T00:00:00Z,"Paid Notice: Deaths  ADES, ALAN MAXWELL",Paid Death Notices,228
4163,2016-01-18T00:00:00Z,"Paid Notice: Deaths  COOPER, DR",Paid Death Notices,38
4164,2016-01-18T00:00:00Z,"Paid Notice: Deaths  ALLMAN, DANIEL J.",Paid Death Notices,72
4165,2016-01-18T00:00:00Z,"Paid Notice: Deaths  LIEBER, CONSTANCE E",Paid Death Notices,566
4166,2016-01-18T00:00:00Z,"Paid Notice: Deaths  SCAGLIONE, CAROLYN R",Paid Death Notices,64
4167,2016-01-18T00:00:00Z,"Paid Notice: Deaths  BLOOM, LEONARD",Paid Death Notices,36
4168,2016-01-18T00:00:00Z,"Paid Notice: Deaths  GRILL, HAROLD",Paid Death Notices,31
4169,2016-01-18T00:00:00Z,"Paid Notice: Deaths  WALSH, JOSEPH M.",Paid Death Notices,180
4170,2016-01-18T00:00:00Z,"Paid Notice: Deaths  COBERT, SHIRLEY SCHWARTZ",Paid Death Notices,148
4171,2016-01-18T00:00:00Z,"Paid Notice: Deaths  LIEBER, CONSTANCE E",Paid Death Notices,321
4172,2016-01-18T00:00:00Z,"Paid Notice: Deaths  ADES, ALAN",Paid Death Notices,36
4173,2016-01-18T00:00:00Z,"Paid Notice: Deaths  LEVINE, LILLIAN",Paid Death Notices,100
4174,2016-01-18T00:00:00Z,"Paid Notice: Deaths  BERNSTEIN, SANDRA",Paid Death Notices,28
4175,2016-01-18T00:00:00Z,"Paid Notice: Deaths  SCAGLIONE, CAROLYN R",Paid Death Notices,61
4176,2016-01-18T00:00:00Z,"Paid Notice: Deaths  BERNARD, HERBERT C",Paid Death Notices,298
4177,2016-01-18T00:00:00Z,An Inquiry on Bribery Claims in Track Event Bidding,Sports,73
4178,2016-01-18T00:00:00Z,Weekend Sweep for Norway in Ski Events,Sports,201
4179,2016-01-18T00:00:00Z,Manchester United Rallies Past Liverpool,Sports,248
4180,2016-01-18T00:00:00Z,Transcript of the Democratic Presidential Debate,U.S.,15836
4181,2016-01-18T00:00:00Z,Canucks Goalie Shines in Shootout Win Over Islanders ,Sports,543
4182,2016-01-18T00:00:00Z,"In Democratic Debate, Hillary Clinton Challenges Bernie Sanders on Policy Shifts",U.S.,1612
4183,2016-01-18T00:00:00Z,"With Assistance From Bench, Spurs Beat the Sluggish Mavs ",Sports,649
4184,2016-01-18T00:00:00Z,N.B.A. Game of the Week: Warriors at Cavaliers ,Sports,800
4185,2016-01-18T00:00:00Z,Scholastic Halts Distribution of ‘A Birthday Cake for George Washington’,Business Day,360
4186,2016-01-18T00:00:00Z,New York Parking Alert: Alternate-Side Parking Rules Suspended on Monday,N.Y. / Region,24
4187,2016-01-18T00:00:00Z,Developer Reaches Settlements Over Luxury Buildings That Were Left Unfinished,N.Y. / Region,817
4188,2016-01-18T00:00:00Z,Capitals&#8217; Hat Trick Helps Rout Rangers,Sports,550
4189,2016-01-18T00:00:00Z,14 Testy Months Behind U.S. Prisoner Swap With Iran,U.S.,1582
4190,2016-01-18T00:00:00Z,"After Penalty, 23 Wins Recorded Only in Memory ",Sports,1244
